translation_fr_en,country-capital,translation_es_en,translation_en_fr,translation_en_es,translation_en_it,translation_it_en,present-past,antonym,to-eng,from-eng
0.6,0.34,0.76,0.24,0.12,0.08,0.66,0.6,0.8,0.45999999999999996,0.36000000000000004
0.6,0.32,0.76,0.24,0.1,0.08,0.66,0.6,0.8,0.4533333333333333,0.36000000000000004
0.58,0.32,0.74,0.22,0.1,0.08,0.64,0.52,0.82,0.43999999999999995,0.3466666666666667
0.6,0.34,0.76,0.22,0.1,0.08,0.62,0.5,0.8,0.43999999999999995,0.35333333333333333
0.6,0.36,0.76,0.24,0.14,0.08,0.62,0.46,0.8,0.4533333333333333,0.36000000000000004
0.56,0.32,0.74,0.22,0.12,0.08,0.62,0.46,0.8,0.43333333333333335,0.3466666666666667
0.56,0.34,0.72,0.22,0.12,0.08,0.62,0.42,0.8,0.43333333333333335,0.34
0.64,0.5,0.76,0.24,0.14,0.1,0.66,0.52,0.78,0.48,0.3666666666666667
0.64,0.58,0.74,0.24,0.16,0.08,0.66,0.6,0.78,0.48666666666666664,0.35333333333333333
0.64,0.54,0.76,0.22,0.18,0.1,0.66,0.66,0.78,0.49333333333333335,0.36000000000000004
0.66,0.62,0.74,0.22,0.14,0.08,0.68,0.66,0.78,0.49333333333333335,0.3466666666666667
0.66,0.64,0.74,0.22,0.18,0.12,0.7,0.64,0.78,0.5133333333333333,0.36000000000000004
0.66,0.6,0.78,0.42,0.4,0.42,0.72,0.7,0.78,0.5933333333333334,0.5399999999999999
0.66,0.68,0.8,0.5,0.48,0.46,0.72,0.86,0.82,0.62,0.5866666666666667
0.74,0.72,0.82,0.72,0.78,0.68,0.72,0.96,0.82,0.7466666666666667,0.7400000000000001
0.74,0.72,0.82,0.7,0.76,0.68,0.72,0.96,0.82,0.7399999999999999,0.7333333333333334
0.74,0.72,0.82,0.78,0.8,0.72,0.7,0.96,0.84,0.7466666666666667,0.7733333333333334
0.72,0.74,0.8,0.8,0.78,0.7,0.7,0.92,0.82,0.7333333333333334,0.7666666666666666
0.7,0.32,0.74,0.7,0.74,0.54,0.68,0.96,0.76,0.7066666666666667,0.66
0.64,0.12,0.68,0.52,0.56,0.4,0.64,0.94,0.6,0.6133333333333334,0.5333333333333333
0.56,0.08,0.62,0.38,0.44,0.3,0.62,0.9,0.36,0.54,0.43333333333333335
0.4,0.04,0.5,0.18,0.24,0.14,0.44,0.66,0.22,0.36000000000000004,0.2733333333333333
0.04,0.02,0.04,0.0,0.0,0.02,0.04,0.08,0.0,0.02666666666666667,0.02
0.04,0.04,0.02,0.0,0.0,0.02,0.06,0.06,0.0,0.03333333333333333,0.013333333333333334
0.02,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.02
0.04,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.013333333333333334,0.02
0.04,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.013333333333333334,0.02
0.04,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.013333333333333334,0.02
0.04,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.013333333333333334,0.013333333333333334
0.04,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.013333333333333334,0.013333333333333334
0.02,0.02,0.02,0.04,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.02666666666666667
0.02,0.02,0.02,0.04,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.02666666666666667
0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.02
0.04,0.02,0.02,0.04,0.0,0.02,0.0,0.0,0.0,0.013333333333333334,0.02666666666666667
0.04,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.013333333333333334,0.02
0.04,0.02,0.02,0.04,0.0,0.02,0.0,0.0,0.0,0.013333333333333334,0.02666666666666667
0.04,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.013333333333333334,0.02
0.04,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.013333333333333334,0.02
0.04,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.013333333333333334,0.02
0.04,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.013333333333333334,0.02
0.04,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.013333333333333334,0.02
0.02,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.02
0.02,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.02
0.02,0.04,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.02
0.02,0.04,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.02
0.02,0.06,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.02
0.02,0.06,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.02
0.02,0.04,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.006666666666666667,0.02666666666666667
0.02,0.04,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.006666666666666667,0.02666666666666667
0.04,0.02,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.013333333333333334,0.02666666666666667
0.04,0.02,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.013333333333333334,0.02666666666666667
0.04,0.04,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.013333333333333334,0.02666666666666667
0.02,0.02,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.006666666666666667,0.02666666666666667
0.02,0.04,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.02
0.02,0.04,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.02
0.02,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0.013333333333333334
0.02,0.06,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.02
0.02,0.06,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.006666666666666667,0.013333333333333334
